nm_municipio,votos_deputado,valor_emenda,market_share,idh,populacao,votos_per_capita,emenda_per_capita,categoria_idh
NAZARE PAULISTA,10,0.0,0.00022175899232713888,0.678,16568.0,0.0006035731530661516,0.0,Médio
NEVES PAULISTA,6,0.0,0.00013305539539628332,0.754,8762.0,0.0006847751654873316,0.0,Alto
NHANDEARA,2,0.0,4.435179846542777e-05,0.751,10766.0,0.0001857700167193015,0.0,Alto
NIPOA,0,0.0,0.0,0.713,4352.0,0.0,0.0,Alto
NOVA ALIANCA,1,0.0,2.2175899232713886e-05,0.738,5978.0,0.00016728002676480428,0.0,Alto
NOVA EUROPA,1,0.0,2.2175899232713886e-05,0.765,9453.0,0.00010578652279699566,0.0,Alto
NOVA GRANADA,16,0.0,0.00035481438772342217,0.739,19346.0,0.0008270443502532823,0.0,Alto
NOVA GUATAPORANGA,0,0.0,0.0,0.726,2184.0,0.0,0.0,Alto
NOVA INDEPENDENCIA,2,0.0,4.435179846542777e-05,0.735,3146.0,0.0006357279084551812,0.0,Alto
NOVA LUZITANIA,0,0.0,0.0,0.743,3495.0,0.0,0.0,Alto
NOVA ODESSA,45,0.0,0.0009979154654721249,0.791,51946.0,0.00086628421822662,0.0,Alto
NOVO HORIZONTE,10,0.0,0.00022175899232713888,0.753,36913.0,0.0002709072684420123,0.0,Alto
